31-12-19,23:34:29,P 1,BDH-06,Autom. brand OMS Gehandicapten woningen Leopoldhove,ZOETMR,159637
31-12-19,23:34:14,P 1,BDH-08,Voertuigbrand Marktweg,SGRAVH,159631
31-12-19,23:34:11,P 1,BDH-16,Gebouwbrand (rietendak) Gooland Veenweg NOOTDP 155250 159592 155430 155230,155066,155030
31-12-19,23:31:14,P 1,BDH-09,Buitenbrand afval/rommel Bakkersstraat,SGRAVH,157830
31-12-19,23:30:31,P 1,BDH-17,Gebouwbrand winkel van Tuyll van Serooskerkenstraat VOORB 155150 159591,155130,157430
31-12-19,23:27:42,P 1,BDH-05,Buitenbrand container Alexanderlaan,RIJSZH,155630
31-12-19,23:26:45,P 1,BDH-07,Buitenbrand container Brueghelstraat,SGRAVH,159635
31-12-19,23:25:35,P 1,Buitenbrand afval/rommel Oudemansstraat Paets van Troostwijkstraat,SGRAVH,159631
31-12-19,23:19:24,P 1,BDH-10,Voertuigbrand Jacob Catsstraat,SGRAVH,157630
31-12-19,23:19:16,P 1,BDH-08,Buitenbrand afval/rommel Oudemansstraat Paets van Troostwijkstraat,SGRAVH,159631
31-12-19,23:15:40,P 1,BDH-09,Voertuigbrand Kaapseplein,SGRAVH,157830
31-12-19,23:10:54,P 2,BDH-07,Buitenbrand afval/rommel Frederik Hendriklaan Willem de Zwijgerlaan,SGRAVH,157130
31-12-19,23:10:50,P 2,BDH-06,Buitenbrand afval/rommel Faunalaan,PIJNAK,156531
31-12-19,23:06:29,P 2,BDH-15,Buitenbrand afval/rommel Van Kinschotstraat Sasboutstraat,DELFT,155530
31-12-19,23:04:57,P 1,BDH-08,Buitenbrand afval/rommel Tonystraat Sinjeur Semeynsweg,SGRAVH,159631
31-12-19,23:04:50,P 1,BDH-05,Buitenbrand afval/rommel van Everdingenstraat,VOORB,155130
31-12-19,23:00:59,P 1,BDH-07,Buitenbrand afval/rommel Jacob Catsstraat Waterloostraat,SGRAVH,159635
31-12-19,22:59:20,P 2,BDH-07,Buitenbrand afval/rommel 's-Gravenzandelaan,SGRAVH,157830
31-12-19,22:54:25,P 1,BDH-07,Buitenbrand afval/rommel Monnickendamplein,SGRAVH,156230
31-12-19,22:52:31,P 1,BDH-06,Voertuigbrand Achter de Dijk,HONSDK,156630
31-12-19,22:52:22,P 1,BDH-08,Buitenbrand berm/ruigte Paets van Troostwijkstraat De Genestetlaan,SGRAVH,159632
31-12-19,22:50:22,P 1,BDH-08,Voertuigbrand Heeswijkplein Medlerstraat,SGRAVH,157630
31-12-19,22:48:33,P 1,BDH-07,Buitenbrand afval/rommel Kaapseplein Kaapstraat,SGRAVH,157830
31-12-19,22:47:11,P 2,BDH-07,Liftopsluiting Hildebrandstraat,SGRAVH,159631
31-12-19,22:46:42,P 1,BDH-09,Buitenbrand afval/rommel Wrightlaan,SGRAVH,159636
